store,category,product,date,units_sold,revenue,avg_stock,avg_price,lag_1w,lag_2w,lag_3w,lag_4w,roll_mean_2w,roll_mean_4w,roll_mean_8w,month,quarter,week_of_year,year,is_holiday_season,store_code,category_code,product_code
Store_A,Sports,Cricket_Bat,2021-06-13,48,203746.22,262.7142857142857,4195.79,47.0,46.0,46.0,47.0,46.5,46.5,47.25,6,2,23,2021,0,0,3,0
Store_A,Sports,Cricket_Bat,2021-06-20,48,203345.88999999998,213.0,4195.79,48.0,47.0,46.0,46.0,47.5,46.75,47.25,6,2,24,2021,0,0,3,0
Store_A,Sports,Cricket_Bat,2021-06-27,54,225137.83,162.0,4195.79,48.0,48.0,47.0,46.0,48.0,47.25,46.875,6,2,25,2021,0,0,3,0
Store_A,Sports,Cricket_Bat,2021-07-04,46,190560.47,111.0,4195.79,54.0,48.0,48.0,47.0,51.0,49.25,48.125,7,3,26,2021,0,0,3,0
Store_A,Sports,Cricket_Bat,2021-07-11,45,186820.3,198.57142857142858,4195.79,46.0,54.0,48.0,48.0,50.0,49.0,47.75,7,3,27,2021,0,0,3,0
Store_A,Sports,Cricket_Bat,2021-07-18,50,210687.73,250.57142857142858,4195.79,45.0,46.0,54.0,48.0,45.5,48.25,47.5,7,3,28,2021,0,0,3,0
Store_A,Sports,Cricket_Bat,2021-07-25,50,209281.18,199.28571428571428,4195.79,50.0,45.0,46.0,54.0,47.5,48.75,48.0,7,3,29,2021,0,0,3,0
Store_A,Sports,Cricket_Bat,2021-08-01,44,184735.15,152.85714285714286,4195.79,50.0,50.0,45.0,46.0,50.0,47.75,48.5,8,3,30,2021,0,0,3,0
Store_A,Sports,Cricket_Bat,2021-08-08,51,217268.82,105.85714285714286,4195.79,44.0,50.0,50.0,45.0,47.0,47.25,48.125,8,3,31,2021,0,0,3,0
Store_A,Sports,Cricket_Bat,2021-08-15,50,212628.24,152.57142857142858,4195.79,51.0,44.0,50.0,50.0,47.5,48.75,48.5,8,3,32,2021,0,0,3,0
Store_A,Sports,Cricket_Bat,2021-08-22,44,179658.62,123.28571428571429,4195.79,50.0,51.0,44.0,50.0,50.5,48.75,48.75,8,3,33,2021,0,0,3,0
Store_A,Sports,Cricket_Bat,2021-08-29,51,215645.38,174.57142857142858,4195.79,44.0,50.0,51.0,44.0,47.0,47.25,47.5,8,3,34,2021,0,0,3,0
Store_A,Sports,Cricket_Bat,2021-09-05,53,225086.67,258.7142857142857,4195.79,51.0,44.0,50.0,51.0,47.5,49.0,48.125,9,3,35,2021,0,0,3,0
Store_A,Sports,Cricket_Bat,2021-09-12,50,211420.34999999998,205.14285714285714,4195.79,53.0,51.0,44.0,50.0,52.0,49.5,49.125,9,3,36,2021,0,0,3,0
Store_A,Sports,Cricket_Bat,2021-09-19,46,192217.03,159.42857142857142,4195.79,50.0,53.0,51.0,44.0,51.5,49.5,49.125,9,3,37,2021,0,0,3,0
Store_A,Sports,Cricket_Bat,2021-09-26,47,198832.87,110.14285714285714,4195.79,46.0,50.0,53.0,51.0,48.0,50.0,48.625,9,3,38,2021,0,0,3,0
Store_A,Sports,Cricket_Bat,2021-10-03,59,242461.29,157.0,4195.79,47.0,46.0,50.0,53.0,46.5,49.0,49.0,10,4,39,2021,1,0,3,0
Store_A,Sports,Cricket_Bat,2021-10-10,73,306579.53,125.85714285714286,4195.79,59.0,47.0,46.0,50.0,53.0,50.5,50.0,10,4,40,2021,1,0,3,0
Store_A,Sports,Cricket_Bat,2021-10-17,71,296911.01,257.0,4195.79,73.0,59.0,47.0,46.0,66.0,56.25,52.875,10,4,41,2021,1,0,3,0
Store_A,Sports,Cricket_Bat,2021-10-24,67,285601.23,270.57142857142856,4195.79,71.0,73.0,59.0,47.0,72.0,62.5,56.25,10,4,42,2021,1,0,3,0
Store_A,Sports,Cricket_Bat,2021-10-31,72,303065.06,197.85714285714286,4195.79,67.0,71.0,73.0,59.0,69.0,67.5,58.25,10,4,43,2021,1,0,3,0
Store_A,Sports,Cricket_Bat,2021-11-07,61,260639.94,134.57142857142858,4195.79,72.0,67.0,71.0,73.0,69.5,70.75,60.625,11,4,44,2021,1,0,3,0
Store_A,Sports,Cricket_Bat,2021-11-14,65,278909.0,178.0,4195.79,61.0,72.0,67.0,71.0,66.5,67.75,62.0,11,4,45,2021,1,0,3,0
Store_A,Sports,Cricket_Bat,2021-11-21,67,281825.58999999997,193.42857142857142,4195.79,65.0,61.0,72.0,67.0,63.0,66.25,64.375,11,4,46,2021,1,0,3,0
Store_A,Sports,Cricket_Bat,2021-11-28,69,287850.35,127.57142857142857,4195.79,67.0,65.0,61.0,72.0,66.0,66.25,66.875,11,4,47,2021,1,0,3,0
Store_A,Sports,Cricket_Bat,2021-12-05,69,285550.18,176.28571428571428,4195.79,69.0,67.0,65.0,61.0,68.0,65.5,68.125,12,4,48,2021,1,0,3,0
Store_A,Sports,Cricket_Bat,2021-12-12,63,269063.6,158.57142857142858,4195.79,69.0,69.0,67.0,65.0,69.0,67.5,67.625,12,4,49,2021,1,0,3,0
Store_A,Sports,Cricket_Bat,2021-12-19,68,288601.8,137.71428571428572,4195.79,63.0,69.0,69.0,67.0,66.0,67.0,66.625,12,4,50,2021,1,0,3,0
Store_A,Sports,Cricket_Bat,2021-12-26,68,285583.9,317.14285714285717,4195.79,68.0,63.0,69.0,69.0,65.5,67.25,66.75,12,4,51,2021,1,0,3,0
Store_A,Sports,Cricket_Bat,2022-01-02,65,273517.08,250.57142857142858,4195.79,68.0,68.0,63.0,69.0,68.0,67.0,66.25,1,1,52,2022,1,0,3,0
Store_A,Sports,Cricket_Bat,2022-01-09,66,282213.98,183.0,4195.79,65.0,68.0,68.0,63.0,66.5,66.0,66.75,1,1,1,2022,1,0,3,0
Store_A,Sports,Cricket_Bat,2022-01-16,76,316440.43,112.0,4195.79,66.0,65.0,68.0,68.0,65.5,66.75,66.875,1,1,2,2022,1,0,3,0
Store_A,Sports,Cricket_Bat,2022-01-23,74,309841.56,296.85714285714283,4195.79,76.0,66.0,65.0,68.0,71.0,68.75,68.0,1,1,3,2022,1,0,3,0
Store_A,Sports,Cricket_Bat,2022-01-30,69,293467.2,226.14285714285714,4195.79,74.0,76.0,66.0,65.0,75.0,70.25,68.625,1,1,4,2022,1,0,3,0
Store_A,Sports,Cricket_Bat,2022-02-06,50,204300.66999999998,166.14285714285714,4195.79,69.0,74.0,76.0,66.0,71.5,71.25,68.625,2,1,5,2022,0,0,3,0
Store_A,Sports,Cricket_Bat,2022-02-13,50,210444.91999999998,118.14285714285714,4195.79,50.0,69.0,74.0,76.0,59.5,67.25,67.0,2,1,6,2022,0,0,3,0
Store_A,Sports,Cricket_Bat,2022-02-20,47,200461.57,220.14285714285714,4195.79,50.0,50.0,69.0,74.0,50.0,60.75,64.75,2,1,7,2022,0,0,3,0
Store_A,Sports,Cricket_Bat,2022-02-27,52,218810.80000000002,283.7142857142857,4195.79,47.0,50.0,50.0,69.0,48.5,54.0,62.125,2,1,8,2022,0,0,3,0
Store_A,Sports,Cricket_Bat,2022-03-06,51,214511.84,233.57142857142858,4195.79,52.0,47.0,50.0,50.0,49.5,49.75,60.5,3,1,9,2022,0,0,3,0
Store_A,Sports,Cricket_Bat,2022-03-13,52,217251.47999999998,180.0,4195.79,51.0,52.0,47.0,50.0,51.5,50.0,58.625,3,1,10,2022,0,0,3,0
Store_A,Sports,Cricket_Bat,2022-03-20,51,212101.77,131.0,4195.79,52.0,51.0,52.0,47.0,51.5,50.5,55.625,3,1,11,2022,0,0,3,0
Store_A,Sports,Cricket_Bat,2022-03-27,51,213652.79,145.85714285714286,4195.79,51.0,52.0,51.0,52.0,51.5,51.5,52.75,3,1,12,2022,0,0,3,0
Store_A,Sports,Cricket_Bat,2022-04-03,53,225824.95,258.7142857142857,4195.79,51.0,51.0,52.0,51.0,51.0,51.25,50.5,4,2,13,2022,0,0,3,0
Store_A,Sports,Cricket_Bat,2022-04-10,48,203650.71,209.28571428571428,4195.79,53.0,51.0,51.0,52.0,52.0,51.75,50.875,4,2,14,2022,0,0,3,0
Store_A,Sports,Cricket_Bat,2022-04-17,51,214049.76,159.57142857142858,4195.79,48.0,53.0,51.0,51.0,50.5,50.75,50.625,4,2,15,2022,0,0,3,0
Store_A,Sports,Cricket_Bat,2022-04-24,55,232406.56,106.57142857142857,4195.79,51.0,48.0,53.0,51.0,49.5,50.75,51.125,4,2,16,2022,0,0,3,0
Store_A,Sports,Cricket_Bat,2022-05-01,50,211335.06,205.85714285714286,4195.79,55.0,51.0,48.0,53.0,53.0,51.75,51.5,5,2,17,2022,0,0,3,0
Store_A,Sports,Cricket_Bat,2022-05-08,52,219307.18,179.85714285714286,4195.79,50.0,55.0,51.0,48.0,52.5,51.0,51.375,5,2,18,2022,0,0,3,0
Store_A,Sports,Cricket_Bat,2022-05-15,53,221676.88,128.0,4195.79,52.0,50.0,55.0,51.0,51.0,52.0,51.375,5,2,19,2022,0,0,3,0
Store_A,Sports,Cricket_Bat,2022-05-22,48,202806.58,135.42857142857142,4195.79,53.0,52.0,50.0,55.0,52.5,52.5,51.625,5,2,20,2022,0,0,3,0
Store_A,Sports,Cricket_Bat,2022-05-29,53,221321.09,230.0,4195.79,48.0,53.0,52.0,50.0,50.5,50.75,51.25,5,2,21,2022,0,0,3,0
Store_A,Sports,Cricket_Bat,2022-06-05,54,224986.21000000002,177.85714285714286,4195.79,53.0,48.0,53.0,52.0,50.5,51.5,51.25,6,2,22,2022,0,0,3,0
Store_A,Sports,Cricket_Bat,2022-06-12,54,228716.21,124.14285714285714,4195.79,54.0,53.0,48.0,53.0,53.5,52.0,52.0,6,2,23,2022,0,0,3,0
Store_A,Sports,Cricket_Bat,2022-06-19,46,191937.14,195.14285714285714,4195.79,54.0,54.0,53.0,48.0,54.0,52.25,52.375,6,2,24,2022,0,0,3,0
Store_A,Sports,Cricket_Bat,2022-06-26,47,195182.83000000002,308.2857142857143,4195.79,46.0,54.0,54.0,53.0,50.0,51.75,51.25,6,2,25,2022,0,0,3,0
Store_A,Sports,Cricket_Bat,2022-07-03,52,211121.89,258.85714285714283,4195.79,47.0,46.0,54.0,54.0,46.5,50.25,50.875,7,3,26,2022,0,0,3,0
Store_A,Sports,Cricket_Bat,2022-07-10,47,195615.97999999998,208.71428571428572,4195.79,52.0,47.0,46.0,54.0,49.5,49.75,50.875,7,3,27,2022,0,0,3,0
Store_A,Sports,Cricket_Bat,2022-07-17,58,243072.81,156.57142857142858,4195.79,47.0,52.0,47.0,46.0,49.5,48.0,50.125,7,3,28,2022,0,0,3,0
Store_A,Sports,Cricket_Bat,2022-07-24,50,209350.64,101.85714285714286,4195.79,58.0,47.0,52.0,47.0,52.5,51.0,51.375,7,3,29,2022,0,0,3,0
Store_A,Sports,Cricket_Bat,2022-07-31,56,235772.33,284.85714285714283,4195.79,50.0,58.0,47.0,52.0,54.0,51.75,51.0,7,3,30,2022,0,0,3,0
Store_A,Sports,Cricket_Bat,2022-08-07,53,219611.99,270.7142857142857,4195.79,56.0,50.0,58.0,47.0,53.0,52.75,51.25,8,3,31,2022,0,0,3,0
Store_A,Sports,Cricket_Bat,2022-08-14,50,210272.06,220.0,4195.79,53.0,56.0,50.0,58.0,54.5,54.25,51.125,8,3,32,2022,0,0,3,0
Store_A,Sports,Cricket_Bat,2022-08-21,54,227463.14,166.28571428571428,4195.79,50.0,53.0,56.0,50.0,51.5,52.25,51.625,8,3,33,2022,0,0,3,0
Store_A,Sports,Cricket_Bat,2022-08-28,50,211041.04,115.42857142857143,4195.79,54.0,50.0,53.0,56.0,52.0,53.25,52.5,8,3,34,2022,0,0,3,0
Store_A,Sports,Cricket_Bat,2022-09-04,50,211821.36000000002,163.57142857142858,4195.79,50.0,54.0,50.0,53.0,52.0,51.75,52.25,9,3,35,2022,0,0,3,0
Store_A,Sports,Cricket_Bat,2022-09-11,50,211481.85,185.0,4195.79,50.0,50.0,54.0,50.0,50.0,51.0,52.625,9,3,36,2022,0,0,3,0
Store_A,Sports,Cricket_Bat,2022-09-18,51,212606.99,135.85714285714286,4195.79,50.0,50.0,50.0,54.0,50.0,51.0,51.625,9,3,37,2022,0,0,3,0
Store_A,Sports,Cricket_Bat,2022-09-25,54,225724.27000000002,134.14285714285714,4195.79,51.0,50.0,50.0,50.0,50.5,50.25,51.75,9,3,38,2022,0,0,3,0
Store_A,Sports,Cricket_Bat,2022-10-02,58,241850.87,211.57142857142858,4195.79,54.0,51.0,50.0,50.0,52.5,51.25,51.5,10,4,39,2022,1,0,3,0
Store_A,Sports,Cricket_Bat,2022-10-09,72,302285.36,140.0,4195.79,58.0,54.0,51.0,50.0,56.0,53.25,52.125,10,4,40,2022,1,0,3,0
Store_A,Sports,Cricket_Bat,2022-10-16,72,299859.99,223.28571428571428,4195.79,72.0,58.0,54.0,51.0,65.0,58.75,54.875,10,4,41,2022,1,0,3,0
Store_A,Sports,Cricket_Bat,2022-10-23,75,313931.43,265.14285714285717,4195.79,72.0,72.0,58.0,54.0,72.0,64.0,57.125,10,4,42,2022,1,0,3,0
Store_A,Sports,Cricket_Bat,2022-10-30,75,315582.29,190.57142857142858,4195.79,75.0,72.0,72.0,58.0,73.5,69.25,60.25,10,4,43,2022,1,0,3,0
Store_A,Sports,Cricket_Bat,2022-11-06,76,312559.77,116.28571428571429,4195.79,75.0,75.0,72.0,72.0,75.0,73.5,63.375,11,4,44,2022,1,0,3,0
Store_A,Sports,Cricket_Bat,2022-11-13,71,298561.08,255.28571428571428,4195.79,76.0,75.0,75.0,72.0,75.5,74.5,66.625,11,4,45,2022,1,0,3,0
Store_A,Sports,Cricket_Bat,2022-11-20,76,320287.32,184.85714285714286,4195.79,71.0,76.0,75.0,75.0,73.5,74.25,69.125,11,4,46,2022,1,0,3,0
Store_A,Sports,Cricket_Bat,2022-11-27,72,306883.21,108.28571428571429,4195.79,76.0,71.0,76.0,75.0,73.5,74.5,71.875,11,4,47,2022,1,0,3,0
Store_A,Sports,Cricket_Bat,2022-12-04,78,323161.77,313.0,4195.79,72.0,76.0,71.0,76.0,74.0,73.75,73.625,12,4,48,2022,1,0,3,0
Store_A,Sports,Cricket_Bat,2022-12-11,75,314915.4,235.28571428571428,4195.79,78.0,72.0,76.0,71.0,75.0,74.25,74.375,12,4,49,2022,1,0,3,0
Store_A,Sports,Cricket_Bat,2022-12-18,70,293266.64,162.0,4195.79,75.0,78.0,72.0,76.0,76.5,75.25,74.75,12,4,50,2022,1,0,3,0
Store_A,Sports,Cricket_Bat,2022-12-25,74,306134.35,138.85714285714286,4195.79,70.0,75.0,78.0,72.0,72.5,73.75,74.125,12,4,51,2022,1,0,3,0
Store_A,Sports,Cricket_Bat,2023-01-01,80,336611.15,189.42857142857142,4195.79,74.0,70.0,75.0,78.0,72.0,74.25,74.0,1,1,52,2023,1,0,3,0
Store_A,Sports,Cricket_Bat,2023-01-08,86,367814.4,132.85714285714286,4195.79,80.0,74.0,70.0,75.0,77.0,74.75,74.5,1,1,1,2023,1,0,3,0
Store_A,Sports,Cricket_Bat,2023-01-15,76,324116.78,212.71428571428572,4195.79,86.0,80.0,74.0,70.0,83.0,77.5,76.375,1,1,2,2023,1,0,3,0
Store_A,Sports,Cricket_Bat,2023-01-22,74,314818.42,137.0,4195.79,76.0,86.0,80.0,74.0,81.0,79.0,76.375,1,1,3,2023,1,0,3,0
Store_A,Sports,Cricket_Bat,2023-01-29,78,330704.66000000003,212.57142857142858,4195.79,74.0,76.0,86.0,80.0,75.0,79.0,76.625,1,1,4,2023,1,0,3,0
Store_A,Sports,Cricket_Bat,2023-02-05,59,248273.93,205.85714285714286,4195.79,78.0,74.0,76.0,86.0,76.0,78.5,76.625,2,1,5,2023,0,0,3,0
Store_A,Sports,Cricket_Bat,2023-02-12,48,202003.4,155.57142857142858,4195.79,59.0,78.0,74.0,76.0,68.5,71.75,74.625,2,1,6,2023,0,0,3,0
Store_A,Sports,Cricket_Bat,2023-02-19,57,237302.34,104.85714285714286,4195.79,48.0,59.0,78.0,74.0,53.5,64.75,71.875,2,1,7,2023,0,0,3,0
Store_A,Sports,Cricket_Bat,2023-02-26,57,241378.62,320.57142857142856,4195.79,57.0,48.0,59.0,78.0,52.5,60.5,69.75,2,1,8,2023,0,0,3,0
Store_A,Sports,Cricket_Bat,2023-03-05,47,198923.14,268.57142857142856,4195.79,57.0,57.0,48.0,59.0,57.0,55.25,66.875,3,1,9,2023,0,0,3,0
Store_A,Sports,Cricket_Bat,2023-03-12,54,226605.11000000002,216.57142857142858,4195.79,47.0,57.0,57.0,48.0,52.0,52.25,62.0,3,1,10,2023,0,0,3,0
Store_A,Sports,Cricket_Bat,2023-03-19,54,227310.78,163.71428571428572,4195.79,54.0,47.0,57.0,57.0,50.5,53.75,59.25,3,1,11,2023,0,0,3,0
Store_A,Sports,Cricket_Bat,2023-03-26,54,222761.65000000002,111.57142857142857,4195.79,54.0,54.0,47.0,57.0,54.0,53.0,56.75,3,1,12,2023,0,0,3,0
Store_A,Sports,Cricket_Bat,2023-04-02,54,224602.38,181.85714285714286,4195.79,54.0,54.0,54.0,47.0,54.0,52.25,53.75,4,2,13,2023,0,0,3,0
Store_A,Sports,Cricket_Bat,2023-04-09,53,221813.21,149.57142857142858,4195.79,54.0,54.0,54.0,54.0,54.0,54.0,53.125,4,2,14,2023,0,0,3,0
Store_A,Sports,Cricket_Bat,2023-04-16,58,241246.33000000002,108.57142857142857,4195.79,53.0,54.0,54.0,54.0,53.5,53.75,53.75,4,2,15,2023,0,0,3,0
Store_A,Sports,Cricket_Bat,2023-04-23,49,203247.03,150.57142857142858,4195.79,58.0,53.0,54.0,54.0,55.5,54.75,53.875,4,2,16,2023,0,0,3,0
Store_A,Sports,Cricket_Bat,2023-04-30,57,240388.36,96.85714285714286,4195.79,49.0,58.0,53.0,54.0,53.5,53.5,52.875,4,2,17,2023,0,0,3,0
Store_A,Sports,Cricket_Bat,2023-05-07,54,228704.81,212.42857142857142,4195.79,57.0,49.0,58.0,53.0,53.0,54.25,54.125,5,2,18,2023,0,0,3,0
Store_A,Sports,Cricket_Bat,2023-05-14,56,231478.64,158.28571428571428,4195.79,54.0,57.0,49.0,58.0,55.5,54.5,54.125,5,2,19,2023,0,0,3,0
Store_A,Sports,Cricket_Bat,2023-05-21,54,226472.37,102.85714285714286,4195.79,56.0,54.0,57.0,49.0,55.0,54.0,54.375,5,2,20,2023,0,0,3,0
Store_A,Sports,Cricket_Bat,2023-05-28,56,231811.37000000002,171.28571428571428,4195.79,54.0,56.0,54.0,57.0,55.0,55.25,54.375,5,2,21,2023,0,0,3,0
Store_A,Sports,Cricket_Bat,2023-06-04,51,214252.32,136.71428571428572,4195.79,56.0,54.0,56.0,54.0,55.0,55.0,54.625,6,2,22,2023,0,0,3,0
Store_A,Sports,Cricket_Bat,2023-06-11,56,235995.34,168.85714285714286,4195.79,51.0,56.0,54.0,56.0,53.5,54.25,54.375,6,2,23,2023,0,0,3,0
Store_A,Sports,Cricket_Bat,2023-06-18,53,223363.7,322.42857142857144,4195.79,56.0,51.0,56.0,54.0,53.5,54.25,54.125,6,2,24,2023,0,0,3,0
Store_A,Sports,Cricket_Bat,2023-06-25,49,204872.42,272.57142857142856,4195.79,53.0,56.0,51.0,56.0,54.5,54.0,54.625,6,2,25,2023,0,0,3,0
Store_A,Sports,Cricket_Bat,2023-07-02,55,231433.8,222.57142857142858,4195.79,49.0,53.0,56.0,51.0,51.0,52.25,53.625,7,3,26,2023,0,0,3,0
Store_A,Sports,Cricket_Bat,2023-07-09,50,211926.75,168.42857142857142,4195.79,55.0,49.0,53.0,56.0,52.0,53.25,53.75,7,3,27,2023,0,0,3,0
Store_A,Sports,Cricket_Bat,2023-07-16,52,221840.93,117.28571428571429,4195.79,50.0,55.0,49.0,53.0,52.5,51.75,53.0,7,3,28,2023,0,0,3,0
Store_A,Sports,Cricket_Bat,2023-07-23,54,225984.77000000002,199.57142857142858,4195.79,52.0,50.0,55.0,49.0,51.0,51.5,52.75,7,3,29,2023,0,0,3,0
Store_A,Sports,Cricket_Bat,2023-07-30,56,232208.03,201.0,4195.79,54.0,52.0,50.0,55.0,53.0,52.75,52.5,7,3,30,2023,0,0,3,0
Store_A,Sports,Cricket_Bat,2023-08-06,52,218120.2,147.57142857142858,4195.79,56.0,54.0,52.0,50.0,55.0,53.0,53.125,8,3,31,2023,0,0,3,0
Store_A,Sports,Cricket_Bat,2023-08-13,50,212016.44,96.71428571428571,4195.79,52.0,56.0,54.0,52.0,54.0,53.5,52.625,8,3,32,2023,0,0,3,0
Store_A,Sports,Cricket_Bat,2023-08-20,51,210264.41,146.42857142857142,4195.79,50.0,52.0,56.0,54.0,51.0,53.0,52.25,8,3,33,2023,0,0,3,0
Store_A,Sports,Cricket_Bat,2023-08-27,53,222176.32,96.0,4195.79,51.0,50.0,52.0,56.0,50.5,52.25,52.5,8,3,34,2023,0,0,3,0
Store_A,Sports,Cricket_Bat,2023-09-03,55,227128.88,330.7142857142857,4195.79,53.0,51.0,50.0,52.0,52.0,51.5,52.25,9,3,35,2023,0,0,3,0
Store_A,Sports,Cricket_Bat,2023-09-10,55,229110.63,273.2857142857143,4195.79,55.0,53.0,51.0,50.0,54.0,52.25,52.875,9,3,36,2023,0,0,3,0
Store_A,Sports,Cricket_Bat,2023-09-17,49,205769.36,222.28571428571428,4195.79,55.0,55.0,53.0,51.0,55.0,53.5,53.25,9,3,37,2023,0,0,3,0
Store_A,Sports,Cricket_Bat,2023-09-24,51,212909.15,172.0,4195.79,49.0,55.0,55.0,53.0,52.0,53.0,52.625,9,3,38,2023,0,0,3,0
Store_A,Sports,Cricket_Bat,2023-10-01,58,246374.68,119.0,4195.79,51.0,49.0,55.0,55.0,50.0,52.5,52.0,10,4,39,2023,1,0,3,0
Store_A,Sports,Cricket_Bat,2023-10-08,73,305036.49,167.0,4195.79,58.0,51.0,49.0,55.0,54.5,53.25,52.75,10,4,40,2023,1,0,3,0
Store_A,Sports,Cricket_Bat,2023-10-15,70,292088.42,121.28571428571429,4195.79,73.0,58.0,51.0,49.0,65.5,57.75,55.625,10,4,41,2023,1,0,3,0
Store_A,Sports,Cricket_Bat,2023-10-22,79,332655.51,167.14285714285714,4195.79,70.0,73.0,58.0,51.0,71.5,63.0,58.0,10,4,42,2023,1,0,3,0
Store_A,Sports,Cricket_Bat,2023-10-29,72,299358.37,110.85714285714286,4195.79,79.0,70.0,73.0,58.0,74.5,70.0,61.25,10,4,43,2023,1,0,3,0
Store_A,Sports,Cricket_Bat,2023-11-05,68,287061.01,285.57142857142856,4195.79,72.0,79.0,70.0,73.0,75.5,73.5,63.375,11,4,44,2023,1,0,3,0
Store_A,Sports,Cricket_Bat,2023-11-12,76,313756.03,214.71428571428572,4195.79,68.0,72.0,79.0,70.0,70.0,72.25,65.0,11,4,45,2023,1,0,3,0
Store_A,Sports,Cricket_Bat,2023-11-19,65,279409.05,144.14285714285714,4195.79,76.0,68.0,72.0,79.0,72.0,73.75,68.375,11,4,46,2023,1,0,3,0
Store_A,Sports,Cricket_Bat,2023-11-26,76,315824.37,135.42857142857142,4195.79,65.0,76.0,68.0,72.0,70.5,70.25,70.125,11,4,47,2023,1,0,3,0
Store_A,Sports,Cricket_Bat,2023-12-03,71,295753.01,146.71428571428572,4195.79,76.0,65.0,76.0,68.0,70.5,71.25,72.375,12,4,48,2023,1,0,3,0
Store_A,Sports,Cricket_Bat,2023-12-10,80,336037.48,136.14285714285714,4195.79,71.0,76.0,65.0,76.0,73.5,72.0,72.125,12,4,49,2023,1,0,3,0
Store_A,Sports,Cricket_Bat,2023-12-17,70,291987.72000000003,146.28571428571428,4195.79,80.0,71.0,76.0,65.0,75.5,73.0,73.375,12,4,50,2023,1,0,3,0
Store_A,Sports,Cricket_Bat,2023-12-24,72,302743.95,163.85714285714286,4195.79,70.0,80.0,71.0,76.0,75.0,74.25,72.25,12,4,51,2023,1,0,3,0
Store_A,Sports,Cricket_Bat,2023-12-31,81,337522.32,206.85714285714286,4195.79,72.0,70.0,80.0,71.0,71.0,73.25,72.25,12,4,52,2023,1,0,3,0
